administrator,announced_status,capacity,census,complaint_control_number,complaint_status,date_signed,evaluator_name,facility_id,facility_name,facility_number,facility_type_code,facility_type_name,fetch_url,form_number,investigation_findings,met_with,narrative,report_date,report_index,report_type,status,supervisor_name,time_began,time_completed,visit_date,visit_type,deficiency_1_deficiency_type,deficiency_1_description,deficiency_1_plan_of_correction,deficiency_1_poc_due_date,deficiency_1_section_cited,deficiency_2_deficiency_type,deficiency_2_description,deficiency_2_plan_of_correction,deficiency_2_poc_due_date,deficiency_2_section_cited,deficiency_3_deficiency_type,deficiency_3_description,deficiency_3_plan_of_correction,deficiency_3_poc_due_date,deficiency_3_section_cited,deficiency_4_deficiency_type,deficiency_4_description,deficiency_4_plan_of_correction,deficiency_4_poc_due_date,deficiency_4_section_cited,deficiency_5_deficiency_type,deficiency_5_description,deficiency_5_plan_of_correction,deficiency_5_poc_due_date,deficiency_5_section_cited,deficiency_6_deficiency_type,deficiency_6_description,deficiency_6_plan_of_correction,deficiency_6_poc_due_date,deficiency_6_section_cited,deficiency_7_deficiency_type,deficiency_7_description,deficiency_7_plan_of_correction,deficiency_7_poc_due_date,deficiency_7_section_cited,deficiency_8_deficiency_type,deficiency_8_description,deficiency_8_plan_of_correction,deficiency_8_poc_due_date,deficiency_8_section_cited
LUPE L. RODRIGUEZ,UNANNOUNCED,6,6,34-CR-20210211092606,SUBSTANTIATED,2/23/2021 13:48,Enrique M Hernandez,565800460,CASA DE ESPERANZA,565800460,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=565800460&inx=1,LIC9099,"On February 23, 2021 at 8:57am Licensing Program Analyst (LPA) Enrique Hernandez made an announce telephone call to Casa De Esperanza Short Term Residential Therapeutic Program (STRTP), for the purpose of concluding the investigation on the above allegations and to deliver the findings. LPA spoke with Staff #1 (S1) by phone, and together discussed the investigation details. During the confidential interviews conducted with all the parties involved during the investigation process and information gathered, the above allegations are substantiated, because there was corroboration from all relevant parties that S2 engage in a verbal altercation with C1, shoved C1 and C1 wanted to stab S2 with a rusty knife that was in his room. S2 confirmed that he shoved C1, because C1 shoved him first. Clients confirmed that S2 shoved C1 during the verbal altercation they were having. Clients and staff confirmed that C1 went to his room and came out with a rusty knife to follow S2 out in the street. Clients and staff also confirmed that during the verbal altercation between C1 and S2, the other staff was in the facility office. Continue on LIC9099-C",Staff #1,,2/23/2021,1,COMPLAINT_INVESTIGATION,,Rosa Rodriguez,8:57 AM,9:30 AM,2/23/2021,,A,"Personal Rights 87072 (10)(11) To be accorded dignity in his or her personal relationships with staff and other persons.To be free of physical, sexual, emotional, or other abuse, and from corporal or unusual punishment, infliction of pain...
This requirement is not met as evidenced by:",A written plan of correction shall be submitted to LPA Hernandez via email at enrique.hernandez@dss.ca.gov no later than 3/09/2021. The POC will include steps that the licensee will take from now on to ensure that staff is properly train,3/9/2021,87072(10),A,"80078 (a) Responsibility for Providing Care and Supervision The licensee shall provide care and supervision as necessary to meet the client's needs
This requirement is not met as evidenced by:",A written plan of correction shall be submitted to LPA Hernandez via email at enrique.hernandez@dss.ca.gov no later than 3/09/2021. The POC will include steps that the licensee will take from now on to ensure that no contraband would be in the facility.,3/9/2021,80078(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPE L. RODRIGUEZ,UNANNOUNCED,6,5,34-CR-20211122082625,SUBSTANTIATED,3/30/2022 19:25,Tonya Barnes-Woodard,565800460,CASA DE ESPERANZA,565800460,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=565800460&inx=12,LIC9099,"This is an amended Report On March 25, 2022 at 11:55 AM, Associate Governmental Program Analyst (AGPA) Tonya L. Barnes-Woodard conducted a follow-up complaint inspection to deliver findings on the above allegations. Upon arrival, AGPA was greeted by Marina Herrera, Facility Manager. On November 22, 2021 CCL received complaint allegations concerning issues with a resident setting a fire at the facility on November 13, 2021. The resident was arrested, and the judge released him. On November 20, 2021, another fire was started with a pile of clothing on the side yard of the facility which borders a neighborâ€™s house. The Police and Fire Department were called. Staff was unaware a client was home. Clients also jump the neighborâ€™s fence all the time and drink alcohol and do drugs. There are numerous occasions where there are no staff watching the minors or the staff are aloof. The investigation included confidential interviews with staff members and clients, and a review of supportive documentation. The minor who allegedly started the fires was unavailable for interview. A tour of the facility was conducted and burn areas were inspected during the unannounced complaint inspections. AGPA received copies of before and after photos of the fence in the backyard. continue on 9099C",Marina Herrera,,3/25/2022,12,COMPLAINT_INVESTIGATION,,Lakescia Smith,11:55 AM,1:15 PM,3/25/2022,,B,"87065.2(b)(1) Direct care staff shall perform the following duties: Supervision, protection, and care of children at all time, individually and in groups. This requirement was not met by:","The facility will ensure staff to client ratio is always at 1:3, and staff will always maintain visibility of clients. The facility will provide a",4/1/2022,2(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPE L. RODRIGUEZ,UNANNOUNCED,6,,34-CR-20220224084849,SUBSTANTIATED,7/14/2022 18:01,Tonya Barnes-Woodard,565800460,CASA DE ESPERANZA,565800460,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=565800460&inx=16,LIC9099,"This is an amended report On June 25, 2022 at 11:00 AM, Associate Governmental Program Analyst (AGPA) Tonya L. Barnes-Woodard met with Lupe Rodriguez to deliver findings on the above allegation(s). Licensing Program Analyst (LPA) Enrique Hernandez and Associate Governmental Program Analyst (AGPA) Tonya L. Barnes-Woodard conducted the investigation into the above allegations. LPA Hernandez conducted the initial 10-day complaint inspection on February 25, 2022 and conducted confidential interviews with three staff. AGPA Woodard conducted subsequent visits to the facility on April 8, 2022 and May 20, 2022; confidential interviews were conducted with three staff members, and one client. Additional phone interviews were conducted on May 20th, 21st, and June 15th, 2022. Confidential interviews revealed that there are two staff present for each shift, including NOC. The day of the incident there were two staff on shift. While staff person was being attacked by four clients, one client blindsided staff and punched staff in the face. In return, Staff punched one of the boyâ€™s in their chest who was not the alleged victim. In interview with the minor who was punched in the chest, minor didnâ€™t disclose the attack against staff or that he was punched by staff but referenced another staff member who swung on the alleged victim. The alleged victim has a history of verbally going after staff as well as physically assaulting staff and people in the community. After staff didnâ€™t receive any support from other staff member at the facility, staff gathered his items and left the facility to report the incident to the police, leaving the staff person with five clients temporarily until additional staff arrived. Based on confidential interviews and review of supportive documentation, the Staff member admitted to hitting a minor in self-defense when he was being attacked by four minors, and leaving the facility to report it with Law Enforcement, which left one staff alone with five clients, therefore the preponderance of evidence standard has been met, and the personal rights and lack of supervision allegations are substantiated. Per California Code Regulation, Title 22, Division 6, CHAPTERS 1, General Licensing Regulations, and Short Term Residential Therapeutic Program (STRTP) Interim Licensing standars (ILS), the following deficiencies are cited. (See LIC9099-D) A copy of this report was left, and appeal rights were discussed",Lupe Rodriguez,,6/25/2022,16,COMPLAINT_INVESTIGATION,,Lakescia Smith,11:00 AM,12:45 PM,6/25/2022,,A,"87065.2	Personnel Duties
(b) 	Direct care staff shall perform the following duties:
(1) 	Supervision, protection, and care of children at all times, individually and in groups.
This requirement is not met as evidence by:",Licensee will ensure no staff will leave another staff out of ratio until another staff or supervisor arrives.  Licensee will discuss with staff at next,7/8/2022,2(b),A,"87072	Personal Rights 
(c) The licensee shall ensure that each child, regardless of whether the child is in foster care, is accorded the personal rights specified in Welfare and Institutions Code Section 16001.9, as applicable.  In addition, the licensee shall ensure that each child is accorded the following personal rights: To be free of physical, sexual, emotional, or other abuse, and from corporal or unusual punishmentâ€¦. This requirement is not met as evidence by:","Licensee will re-train staff on de-escalation skills and trauma informed care. Licensee will submit proof of training to staff, including sign in sheets.",7/8/2022,87072(c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPE L. RODRIGUEZ,UNANNOUNCED,6,5,34-CR-20210319110941,SUBSTANTIATED,9/23/2022 15:28,Tonya Barnes-Woodard,565800460,CASA DE ESPERANZA,565800460,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=565800460&inx=27,LIC9099,"On September 23, 2022 at 11:30 AM, Associate Governmental Program Analyst (AGPA) Tonya L. Barnes-Woodard conducted a follow-up complaint inspection to deliver findings on the above allegations. Upon arrival, AGPA Woodard was greeted by Christopher Thompson, Mental Health Rehabilitation Specialist (MHRS). AGPA met with Lupe Rodriguez, Facility Administrator and discussed the investigative findings. On March 19, 2021, the Department received a complaint alleging staff (S1) and client (PC5) engaged in a verbal altercation that escalated to a physical altercation. [See Confidential Names form (LIC811), dated 09/23/2022 for names.] During confidential interviews conducted with clients and staff, and a review of supportive documentation that was obtained, it was discovered these allegations were previously reported on February 11, 2021 and findings were substantiated on February 23, 2021. Due to being previously cited on February 23, 2021, no new citations will be given at this time. Therefore, the preponderance of the evidence standard has been met. An exit interview was conducted, and a copy of this report was left at the facility.",Lupe Rodriguez,,9/23/2022,27,COMPLAINT_INVESTIGATION,,Lakescia Smith,11:30 AM,3:45 PM,9/23/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPE L. RODRIGUEZ,UNANNOUNCED,6,4,34-CR-20220923174351,SUBSTANTIATED,9/30/2022 15:25,Nancy O'Connell,565800460,CASA DE ESPERANZA,565800460,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=565800460&inx=28,LIC9099,"On 9/30/2022 at 12:30pm, Licensing Program Analyst (LPA) Nancy Oâ€™Connell, made an unannounced inspection to the above-listed facility, and met with the Facility Administrator (FA), who granted access to the facility. The purpose of this inspection is to conduct an initial complaint investigation inspection regarding the above allegations. During the time of the inspection,LPA conducted confidential interviews with FA, and FM. [See Confidential Names form (LIC811), dated 9/30/22, for names]. At the time of interview, information gathered from confidential interviews confirm that C1 was left unattended at a medical appointment on 9/20/22 by FM. Further, FM confirmed that she could not pick up C1 from the medical appointment once C1 was ready, resulting in C1 leaving the appointment location. Continued on LIC9099C.","Lupe Rodriguez, Facility Adminsitrator (FA), and Kristin Reynolds (FM).",,9/30/2022,28,COMPLAINT_INVESTIGATION,,Kevin C Sauk,12:30 PM,3:40 PM,9/30/2022,,A,"Responsibility for Care and Supervisison 80078(a)	The licensee shall provide care and supervision as necessary to meet the client's needs.

This requirement was not met as evidenced by:","Licensee will provide documented proof of training for the facility manager, to ensure that a review of the facility policies and procedures is conducted by 10/10/22. Licensee will provide proof of training to LPA O'Connell via email at nancy.oconnell@dss.ca.gov.",10/1/2022,80078(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPE L. RODRIGUEZ,UNANNOUNCED,6,,34-CR-20220826154000,SUBSTANTIATED,9/21/2022 12:37,Nancy O'Connell,565800460,CASA DE ESPERANZA,565800460,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=565800460&inx=31,LIC9099,"On September 21, 2022 at 9:00am, Licensing Program Analyst (LPA) Nancy Oâ€™Connell made unannounced inspection to the above said facility for the purpose of concluding the investigation on the above allegations and deliver the findings. LPA Oâ€™Connell met with Operations Manager, and discussed the investigative findings. On 8/26/22, the Department received a complaint alleging that a staff member had an altercation and that the licensee did not report the serious incident to the authorized representation nor community Care Licensing Division (CCLD). During the investigative process, LPA Oâ€™Connell conducted confidential interviews with all relevant parties and collected information on the above allegations. After reviewing all the statements and the information obtained, the above allegation is supported, as the confidential Continued on LIC9099C","Wanda Nelson, Operations Manager (OM)",,9/21/2022,31,COMPLAINT_INVESTIGATION,,Kevin C Sauk,9:00 AM,12:30 PM,9/21/2022,,A,"Personal Rights:80072(a)(1)	Except for childrenâ€™s residential facilities, each client shall have personal rights ...not limited to, the following:(1)To be accorded dignity in his/her personal relationships with staff and other persons.
This requirement was not evidenced by the following:",The licensee will ensure that all staff are trained on principles of deescaltion and emergency intervention. Licensee will provide proof of PROACT training for all 9 staff  by 9/30/22.,9/22/2022,80072(a),A,"Reporting requirements:(b)The licensee shall ensure that the child's authorized representative is notified no later than the next business day if the following circumstances have occurred ...:(3) 	Each time the child has been placed in a manual restraint, ...]",Licensee will review reporting requirement with all staff and submitt proof of training to LPA by 9/30/22 to email at nancy.oconnell@dss.ca.gov. Licensee will ensure that all instances of restraint are reported to CCLD and authorized reps as required.,9/22/2022,87061(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPE L. RODRIGUEZ,UNANNOUNCED,6,,34-CR-20220915152834,SUBSTANTIATED,11/3/2022 11:11,Nancy O'Connell,565800460,CASA DE ESPERANZA,565800460,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=565800460&inx=34,LIC9099,"On November 3, 2022 at 10:00am, Licensing Program Analyst (LPA) Nancy Oâ€™Connell made an unannounced inspection to the above said facility for the purpose of concluding the investigation on the above allegation and deliver the finding. LPA Oâ€™Connell met with the facility administrator and discussed the investigative finding. On 9/15/22, the Department received a complaint alleging that facility staff mismanaged the minor's medication. During the investigative process, LPA Oâ€™Connell conducted confidential interviews with all relevant parties and collected information on the above allegation. Continued on LIC9099C","Lupe Rodriguez, Facility Administrator (FA)",,11/3/2022,34,COMPLAINT_INVESTIGATION,,Kevin C Sauk,10:30 AM,11:30 AM,11/3/2022,,A,"80075(c)Psychotropic medications shall be used only in accordance with the written directions of the physician prescribing the medication and in accordance with authorization requirements specified in Sections ...
This requirement was not met as evidenced by:",Licensee will develop policy to record and track all prescription medications for residents and submitt policy to LPA O'Connell by 11/14/22 via email at nancy.oconnell@dss.ca.gov. LIcensee will submitt proof that new policy has been reviewd and comunicated to all staff and submitt proof to LPA O'Connelly via email by 11/14/22.,11/14/2022,80075(c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPE L. RODRIGUEZ,UNANNOUNCED,6,4,34-CR-20220414093313,SUBSTANTIATED,7/20/2022 16:49,Nancy O'Connell,565800460,CASA DE ESPERANZA,565800460,733,Short Term Residential Therapeutic Program (STRTP),https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=565800460&inx=36,LIC9099,"On July 20, 2022 at 03:15pm Licensing Program Analyst (LPA) Nancy Oâ€™Connell made unannounced inspection to the above said facility for the purpose of concluding the investigation on the above allegation and deliver the findings. LPA Oâ€™Connell met with Lupe Rodriguez (FA) and discussed the investigative finding. On 04/14/2022 the Department received a complaint alleging that an uncleared adult is providing care for minors. [See Confidential Names form (LIC811) dated 07/20/2022, for names] During the investigative process, LPA Oâ€™Connell conducted confidential interviews with all relevant parties and collected information on the above allegation. After reviewing all of the statements and the information obtained, the above allegation is supported, as the confidential interviews confirmed that S3 has made multiple contacts at the facility where CONTINUED ON LIC9099D","Lupe Rodriguez, Facility Administrator",,7/20/2022,36,COMPLAINT_INVESTIGATION,,Kevin C Sauk,3:15 PM,4:50 PM,7/20/2022,,A,"80019(e)(1) Uncleared staff- Criminal Record Clearance-  All individuals subject to a criminal record review ...shall prior to working, ...(1)Obtain a California clearance or a criminal record exemption as required by the Department. This requirement is not met as evidenced by:",LPA discussed the deficiency with FA in which she agreed. A written plan of correction shall be submitted to LPA Oâ€™Connell by 7/21/2022 indicating that S3 will be informed to not return to the facility until a criminal background clearance is obtained.,7/20/2022,80019(e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPE L. RODRIGUEZ,UNANNOUNCED,0,0,34-CR-20230201100858,SUBSTANTIATED,6/6/2023 16:19,Nancy O'Connell,565800460,CASA DE ESPERANZA,565800460,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=565800460&inx=41,LIC9099,"On June 6, 2023, at 2:50pm, Licensing Program Analyst (LPA) Nancy Oâ€™Connell contacted the former administrator Lupe Rodriguez due to the facility being closed on 1-5-23 for the purpose of concluding the investigation on the above allegation and deliver the finding. LPA Oâ€™Connell spoke with Lupe Rodriguez and discussed the investigative finding. On 2/1/23 the Department received a complaint alleging that staff behavior poses as a risk to the minors. During the investigative process, LPA Oâ€™Connell conducted confidential interviews with relevant parties and reviewed a completed Solvency Audit report for the facility organization. After reviewing all the statements and the information obtained, the above allegation is supported, as the confidential interviews confirmed that staff P1 was withdrawing facility funds for unapproved/personal expenses during his time of operation as the Board of Directors President for the facility. Also, the administrator confirmed that P1 was a primary signor of the facility bank account and was removing funds from the facility bank account for personal use.","Lupe Rodriguez, Facility Administrator (FA)",,6/6/2023,41,COMPLAINT_INVESTIGATION,,Kevin C Sauk,2:50 PM,2:55 PM,6/6/2023,,B,"a) The licensee...is accountable for the general supervision of the licensed facility, and for the establishment of policies concerning its operation.
(1) If the licensee is a corporation... shall be active and functioning in order to ensure such accountability.
This requirement was not met as evidenced by:","THIS REPORT IS BEING AMENDED TO REVISE ORIGINAL POC.

LPA advised former licensee to submit a written plan to detail how she is/will comply to the regulation. LPA advised former licensee to regulations and submitt",6/7/2023,80063(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARA STOKES,UNANNOUNCED,6,4,14-CR-20220406124404,SUBSTANTIATED,7/1/2022 13:07,Mariah Hawkins,75650136,CENTER FOR DISCOVERY - BRENTWOOD,75650136,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650136&inx=2,LIC9099,"On 7/1/22, Licensing Program Analyst (LPA) Mariah Hawkins made a visit to the residential treatment group home facility to deliver findings of an investigation of the above allegation, which was conducted by the Licensing Agency's Investigations Branch (IB). LPA met with Mental Health Technician Latiesha O'Neal and informed of the purpose of the visit. Based on confidential interviews, an overnight staff member would kiss a client on the forehead when helping the client to bed and took another client out of their bedroom on their 18th birthday, kissed the client, and touched the client's buttocks, vagina, and breasts. The preponderance of evidence standard has been met, and therefore the above allegation is found to be Substantiated. LPA is issuing a citation of California Code of Regulations, Title 22, Division 6, Chapter 5, Article 6, Section 84072 Personal Rights. An exit interview was conducted, appeal rights provided, and a copy of this report left with Mental Health Technician Latiesha O'Neal, whose signature on this form confirms receipt.",Mental Health Technician Latiesha O'Neal,,7/1/2022,2,COMPLAINT_INVESTIGATION,,Isabel Mendoza,11:27 AM,12:30 PM,7/1/2022,,A,"84072 Personal Rights
(d)(11) To be free from physical, sexual, emotional, or other abuse, and corporal punishment.
This requirement is not met as evidenced by:","Licensee agrees to submit the training plan/materials and scheduled date(s) for an all-staff training on personal rights, what constitutes inappropriate behavior, and respecting youth disclosures and following appropriate reporting procedures of disclosures.  This will be submitted by due date and the post-training quiz for each staff...",7/5/2022,84072(d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARA STOKES,UNANNOUNCED,6,4,14-CR-20220630095757,SUBSTANTIATED,9/16/2022 15:06,Mariah Hawkins,75650136,CENTER FOR DISCOVERY - BRENTWOOD,75650136,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650136&inx=5,LIC9099,"On 9/16/22, Licensing Program Analyst (LPA) Mariah Hawkins made a visit to the facility to deliver complaint investigation findings regarding the above allegation. LPA met with Administrator Sara Stokes and Interim Administrator Virginia Parish and informed of the purpose of the visit. The investigation was conducted the Licensing agency's Investigations Branch (IB). During investigation, relevant record review, including medical records and police report, and confidential interviews with involved parties were conducted. Based on record review and confidential interviews, a resident was sexually assaulted by another resident with whom they shared a bedroom during the night. Staff on the overnight shift did not conduct room checks between 12:35AM and 2:20AM, and when the victim reported the incident to staff, staff did not respond by reporting the incident to police or facility management staff. The resident was offered to sleep in another room but was permitted to return to sleep in the bedroom. The resident sustained bruising as a result of the incident. Additionally, based on confidential interviews, a resident was sexually assaulted by another resident, and staff did not witness incident due to being on their phone.",Administrator Sara Stokes; Interim Administrator Virginia Parish,,9/16/2022,5,COMPLAINT_INVESTIGATION,,Isabel Mendoza,1:32 PM,2:30 PM,9/16/2022,,A,"84072 Personal Rights
(d)...the licensee shall ensure that each child is accorded the following personal rights: (11) To be free from physical, sexual, emotional, or other abuse, and corporal punishment.

This requirement is not met as evidenced by:","Licensee agrees to train all staff on the following topics: (1) personal rights as provided in the cited section and in Welfare and Institutions Code Section 16001.9; (2) supervision, including overnight supervision 15 minute bedroom checks; (3) mandated reporter requirements and procedures; (4) reporting",9/19/2022,84072(d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WATERS, CATHRYN",UNANNOUNCED,6,5,14-CR-20200930095839,SUBSTANTIATED,11/9/2020 15:23,Mariah Hawkins,75650142,"CENTER FOR DISCOVERY, BRENTWOOD II",75650142,730,Type 730,https://www.ccld.dss.ca.gov/transparencyapi/api/FacilityReports?facNum=075650142&inx=0,LIC9099,"On Monday 11/09/20 at 1:30PM, Licensing Program Analyst (LPA) Mariah Hawkins conducted a visit to open a complaint investigation of the above allegation. LPA met with Executive Director Rob Ayala, Administrator Britney Gay, Facility Manager Sara Stokes, Regulatory Affairs Coordinator Jin Kim. Due to COVID-19 social distancing orders, this visit was scheduled as a tele-visit. During the investigation, LPA Hawkins conducted confidential interviews with program staff and victim R1â€™s (See LIC 811 Confidential Names) therapists and authorized representative and reviewed R1â€™s records and staff shift note related to the incident. Based on interviews and record review, R1 obtained two laundry pods, stored them in R1â€™s drawer, and ingested them at night while in their room. R1 was feeling upset and showed them to R1â€™s roommate as R1 swallowed one pod. The roommate immediately informed staff S1, who called 911. S1 had offered to counsel R1 earlier in the day, after noticing that R1 seemed â€œoff,â€ but R1 refused the meeting with S1.","Executive Director Rob Ayala, Administrator Britney Gay, Facility Manager Sara Stokes",,11/9/2020,0,COMPLAINT_INVESTIGATION,,Zaid Hakim,1:30 PM,2:30 PM,11/9/2020,,A,"84065.2 Personnel Duties (b) Child care staff shall perform the following duties: (1) Supervision, protection and care of children individually and in groups at all times.


This requirement was not met as evidenced by:","The facility has since improved their laundry procedures to keep laundry pods locked at all times and during laundry time and ensure staff supervise more carefully, including having staff access the laundry pods themselves for the youth rather than youth grabbing them themselves. Staff have been trained on the updated procedures.",11/9/2020,2(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
